Sentences,Virtual,Video,Escorted,Self-Guided
"Cool. I desire to have a look at the flat, what about Tomorrow at 2:40 p.m.? , Nicole.",1,1,1,1
". Can I see the apartment in person tomorrow? , Daniel.",0,0,1,1
"Perfect. I desire a tour with a leasing agent, possibly Tomorrow at 4:00 p.m.? Thanks in advance.",0,0,1,0
"To whom it may concern, I desire to see the building on video, maybe Today at 9:00 a.m.? .",1,1,0,0
"Great. I desire to see the flat in person, maybe On June 17th? Thanks in advance, Joseph.",0,0,1,1
"Hey. Can I get a video tour for tomorrow at 8:00 p.m.? Thanks in advance, Paul.",1,1,0,0
"Cool Richard. My father wants to actually see the flat, possibly On January 13th? Thanks, Robin.",0,0,1,1
"Good evening Lisa. My husband wants to be on sight, what about On November 19th? Thank you, Claire.",0,0,1,1
"Wonderful Elizabeth. I wish someone with me on my tour, perhaps On February 10th? Goodbye, James.",0,0,1,0
"Good morning Timothy. My father wants to have a virtual tour, maybe Today at 9:10 a.m.? Thank you, Robin.",1,0,0,0
"Wonderful Mandy. I need an online tour, perhaps Tomorrow at 8:20 a.m.? I hope this works, Omar.",1,1,0,0
" Dalton. Today I'm traveling, so I can't visit the flat. I hope this works, Alyssa.",1,1,0,0
"Great Denise. I would like to have a look at the unit, possibly Today at 8:40 a.m.? , Richard.",1,1,1,1
" Steven. My partner wants to see the unit in person, possibly Tomorrow at 9:10 a.m.? Thanks in advance, Wesley.",0,0,1,1
"Good afternoon. Could I see the apartment in person today at 9:10 a.m.? Let me know, Jordan.",0,0,1,1
"Perfect. I would like a tour with a leasing agent, what about On May 13th? Thanks.",0,0,1,0
"Cool Nicole. I want a tour without a leasing agent  On July 28th. Thank you, Kimberly.",0,0,0,1
"Good morning Mary. I want a video tour  On January 9th. Goodbye, Jason.",1,1,0,0
"Great Sharon. I want to see the unit on my own, perhaps Tomorrow at 8:00 a.m.? Let me know, Brandi.",0,1,0,1
"Great Troy. My brother wants to be on sight, possibly Tomorrow at 9:40 a.m.? Goodbye, Lorraine.",0,0,1,1
"Hey Steve. My sister wants to have a virtual tour, maybe Tomorrow at 9:30 a.m.? I hope this works, Marcus.",1,0,0,0
"Perfect. I desire a self guided tour, perhaps On July 16th? I hope to hear back soon.",0,0,0,1
"Hi Phillip. I would like to see it in person, what about Today at 1:20 p.m.? See you soon.",0,0,1,1
"Hello Vanessa. My client wants to actually see the flat, what about Tomorrow? See you soon, Francis.",0,0,1,1
". Can I get a 3D tour for tomorrow? Let me know, Wendy.",1,1,0,0
"Hi Cole. Could I schedule a video tour on August 23rd? Thank you, Bonnie.",1,1,0,0
" I would like a Zoom tour, maybe Tomorrow at 5:20 p.m.? Thanks, Lori.",1,0,0,0
Perfect James. I desire to schedule a call  On August 14th. I hope to hear back soon.,1,0,0,0
"Good afternoon Tracy. My father wants to be on sight, what about Tomorrow at 3:10 p.m.? I hope this works, Gabriel.",0,0,1,1
"To whom it may concern, I need to see it from my computer  Today at 1:30 p.m.. I hope to hear back soon, Matthew.",1,1,0,0
" I wish to see the unit in person, perhaps Tomorrow at 3:40 p.m.? Let me know, Katrina.",0,0,1,1
"Hey Kenneth. I want a tour with a leasing agent, possibly On September 6th? Let me know.",0,0,1,0
"Hi. I need to see it in person, maybe On September 20th? Thanks, Amber.",0,0,1,1
"Good evening Meredith. I desire to see it in person, maybe Tomorrow at 9:40 a.m.? Let me know, Wendy.",0,0,1,1
"Good morning Eric. My client wants to be accompanied on the tour, what about Tomorrow at 10:40 a.m.? Goodbye.",0,0,1,0
"Alright Nicole. Today at 4:00 p.m. I don't want a leasing agent for my tour. I hope this works, Allison.",0,1,0,1
"Sounds good. Could I schedule an appointment for today at 9:00 a.m.? Thank you, Trevor.",0,0,0,1
"Cool. I wish to see the unit in person, possibly On May 28th? I hope this works, Todd.",0,0,1,1
"Good evening Joseph. I need a 3D tour  On October 29th. , John.",1,1,0,0
" I desire to see it, but can't come in person, maybe Tomorrow at 10:00 a.m.? I hope to hear back soon, Matthew.",1,1,0,0
"Perfect Jennifer. I want a tour without a leasing agent, perhaps Tomorrow at 1:30 p.m.? Thank you, Benjamin.",0,0,0,1
"To whom it may concern, I need to have a look at the community, maybe On July 17th? Thanks, Elizabeth.",1,1,1,1
"Perfect Brenda. I would like to see the building on my own, maybe Today at 1:30 p.m.? Thanks in advance, Mark.",0,1,0,1
"Good afternoon Katie. Tomorrow at 5:00 p.m. I don't want a leasing agent for my tour. Goodbye, Steven.",0,1,0,1
Great Michael. I want a tour with a leasing agent  Today. Thanks.,0,0,1,0
"Great Amber. My husband wants to have a virtual tour, possibly Today at 10:20 a.m.? .",1,0,0,0
"Hey Cory. I would like to see the unit in person, perhaps On May 16th? Thanks in advance.",0,0,1,1
"Hi Daniel. I desire a video tour, perhaps Tomorrow? Thanks in advance, Jonathan.",1,1,0,0
"Alright Alicia. I want a virtual tour, maybe Today? I hope this works, Tyler.",1,1,0,0
Alright. On March 23rd I don't want a leasing agent for my tour. Thanks.,0,1,0,1
"Good morning Rhonda. I want to see it on my own  On October 19th. , Michael.",1,1,0,1
"Good afternoon Danielle. I would like to see the flat in person, maybe On May 24th? I hope this works, Jessica.",0,0,1,1
 Daniel. I want a Zoom tour  Tomorrow at 5:30 p.m.. Goodbye.,1,0,0,0
Wonderful Catherine. I need to be able to talk to a leasing agent on my tour  Today at 1:00 p.m.. Let me know.,0,0,1,0
"Good evening Raymond. My partner wants to actually see the building  Tomorrow at 4:20 p.m.. Goodbye, Michael.",0,0,1,1
" David. My father wants to see the flat in person, perhaps On July 14th? I hope this works, Patrick.",0,0,1,1
"Good afternoon Kimberly. I desire to see it, but can't come in person, maybe On August 25th? Thanks.",1,1,0,0
"To whom it may concern, My brother wants to have a virtual tour  On November 26th. Thanks in advance, Wesley.",1,0,0,0
"Sounds good Kyle. Can my client be accompanied on the tour today at 4:30 p.m.? I hope to hear back soon, Duane.",0,0,1,0
"Hello Sean. I desire to see the place on video, perhaps Tomorrow at 9:40 a.m.? Thank you, Ariana.",1,1,0,0
"Hi Tracy. My partner wants to be on sight  On August 2nd. Let me know, Todd.",0,0,1,1
"Alright. On February 18th I don't want a leasing agent for my tour. Thanks in advance, Trevor.",0,1,0,1
" I want to see it in person, maybe Tomorrow? See you soon, Brad.",0,0,1,1
"Hello Heather. I need an appointment, maybe Today at 4:20 p.m.? I hope this works, Crystal.",0,0,1,1
" I desire someone with me on my tour, possibly Tomorrow at 3:20 p.m.? Thanks in advance, Raymond.",0,0,1,0
"To whom it may concern, Could I schedule an appointment for tomorrow at 8:30 a.m.? , James.",0,0,1,0
"Good morning Charles. I need to see the rental unit in person, what about Today? Let me know, Oscar.",0,0,1,1
"Wonderful Dennis. I need to see the community on video, perhaps Tomorrow at 2:10 p.m.? See you soon.",1,1,0,0
"Sounds good. I want a tour with a leasing agent, maybe Tomorrow at 9:00 a.m.? Goodbye.",0,0,1,0
"Hey Philip. Can I get an online tour today at 5:00 p.m.? I hope to hear back soon, Andrew.",1,1,0,0
"Hi Kirsten. On December 15th I'm out of State, so I can't visit the community. Let me know, Andrew.",1,1,0,0
"Hi Natalie. I want a video tour, perhaps Today? Thanks.",1,1,0,0
"Good morning Suzanne. Today at 4:10 p.m. I don't want a leasing agent for my tour. Let me know, Lynn.",0,1,0,1
" I would like a video tour, perhaps Today at 1:00 p.m.? .",1,1,0,0
Cool Monica. Could I schedule a self guided tour for tomorrow at 10:00a.m.? Thanks in advance.,0,0,0,1
"Good morning Tony. I wish a tour with a leasing agent, possibly Tomorrow at 4:40 p.m.? See you soon, Charles.",0,0,1,0
"Good evening. I want to see the flat on video, maybe On September 6th? I hope to hear back soon, Joel.",1,1,0,0
"Good morning. On March 16th I'm on vacation, so I can't visit the community. I hope this works, Marc.",1,1,0,0
" Stanley. On February 14th I don't want a leasing agent for my tour. Thanks in advance, Matthew.",0,1,0,1
Good evening. Can I see the place tomorrow? Thanks.,1,1,1,1
"Good afternoon Denise. Tomorrow at 1:40 p.m. I'm away, so I can't visit the place. Goodbye, Jeffrey.",1,1,0,0
"Hi. I would like a 3D tour, maybe Today at 9:00 a.m.? Thanks.",1,1,0,0
"Hey Jeremy. Today at 2:10 p.m. I'm out of the Country, so I can't visit the community. See you soon, Marie.",1,1,0,0
Hi Hannah. Could I schedule a self guided tour for today? Thanks in advance.,0,0,0,1
Hello Sharon. Could I schedule a self guided tour for today at 3:30 p.m.? Thanks.,0,0,0,1
"Good evening Rebecca. My brother wants to have a virtual tour, perhaps Today at 4:30 p.m.? See you soon, Peter.",1,0,0,0
Good evening Gabriel. Could I schedule a 3D tour on April 17th? .,1,1,0,0
"Great. I would like a Zoom tour, what about On April 27th? Thanks in advance.",1,0,0,0
"To whom it may concern, My wife wants to be on sight, what about On December 20th? .",0,0,1,1
"Cool Tiffany. My brother wants to have a virtual tour  On November 1st. Thank you, Michelle.",1,0,0,0
"Good afternoon. My brother wants to see the unit in person, what about On July 23rd? Let me know, Madison.",0,0,1,1
"Sounds good Lindsey. My client wants to actually see the building, what about Tomorrow at 10:00 a.m.? I hope to hear back soon.",0,0,1,1
"Sounds good Diane. Can I talk to a leasing agent on my tour tomorrow at 4:20 p.m.? Thank you, Jason.",0,0,1,0
"To whom it may concern, Could I schedule a Zoom tour for today? , Thomas.",1,0,0,0
" Robert. Today at 5:10 p.m. I can't be there in person. See you soon, Katie.",1,1,0,0
"Good morning Andrea. I would like an appointment, what about Tomorrow at 2:00 p.m.? I hope this works.",0,0,1,1
"Alright William. Today at 8:00 a.m. I can't be there in person. Thanks in advance, James.",1,1,0,0
Good afternoon. I wish someone with me on my tour  On February 3rd. Thanks in advance.,0,0,1,0
Good evening Jessica. Can my mother see the building tomorrow at 9:00 a.m.? Thank you.,0,0,1,1
"Wonderful Stephanie. Could I see the place on August 18th? I hope this works, Carolyn.",1,1,1,1
"Good afternoon. Can I get a tour with an agent for tomorrow at 5:40 p.m.? , Nathaniel.",0,0,1,0
" Yolanda. I desire to see it from my computer  Today. Thanks, Jason.",1,1,0,0
"Alright Charles. I desire to be accompanied on my tour  Today at 10:40 a.m.. Thanks, Tina.",0,0,1,0
Great Tammy. Can I schedule a call for today at 8:00a.m.? Let me know.,1,0,0,0
"Sounds good Kelli. I wish someone with me on my tour, perhaps Tomorrow at 5:10 p.m.? Thanks.",0,0,1,0
"Alright Scott. I want someone with me on my tour, what about On January 27th? , Melissa.",0,0,1,0
"Great. My mother wants to be on sight  On October 24th. Thanks in advance, Tyler.",0,0,1,1
"Perfect Patrick. On July 15th I don't want a leasing agent for my tour. Goodbye, William.",0,1,0,1
"Wonderful Rita. Can I get a 3D tour for tomorrow at 8:40a.m.? Thanks in advance, Mitchell.",1,1,0,0
"Hi Aaron. On July 26th I can't be there in person. , Matthew.",1,1,0,0
". My wife wants to be accompanied on the tour, perhaps Today at 2:10 p.m.? See you soon.",0,0,1,0
"Cool James. I wish to see the rental unit on my own, possibly On October 28th? Thank you, Robert.",0,1,0,1
"Hi Daniel. Tomorrow at 4:30 p.m. I'm out of the Country, so I can't visit the apartment. Thanks.",1,1,0,0
"Cool Dale. I need to be accompanied on my tour, possibly Tomorrow at 5:10 p.m.? See you soon, Alexis.",0,0,1,0
" Edward. I wish a 3D tour, perhaps On January 6th? Thanks, Dean.",1,1,0,0
"Sounds good Robert. I desire to be accompanied on my tour, what about On December 26th? Goodbye, Mary.",0,0,1,0
". I wish to have a look at the community, perhaps On October 4th? Thanks in advance, David.",1,1,1,1
" David. I desire a video tour, what about Today at 10:30 a.m.? See you soon.",1,1,0,0
"Good afternoon Kathryn. I need a virtual tour  Tomorrow at 4:30 p.m.. Let me know, Wanda.",1,1,0,0
"Alright Carrie. I wish to see the flat on my own, perhaps Today at 9:30 a.m.? See you soon, Ryan.",0,1,0,1
"Good evening. I need a video tour Tomorrow at 1:10 p.m.. See you soon, Jonathan.",1,1,0,0
"Perfect Michael. My partner wants to see the rental unit in person, what about Today at 3:00 p.m.? Goodbye, Bradley.",0,0,1,1
"Perfect Randy. Could I see the community in person tomorrow at 10:00 a.m.? Thank you, Christopher.",0,0,1,1
"Good evening Vincent. My client wants to have a virtual tour  Today at 9:40 a.m.. I hope this works, Tammy.",1,0,0,0
"Good morning Sarah. I want to schedule a call, maybe Tomorrow at 10:40 a.m.? Let me know.",1,0,0,0
"Cool Matthew. Today at 2:40 p.m. I desire to see it, but can't come in person. Thanks, Christopher.",1,1,0,0
" Derek. I would like a self guided tour On April 20th. See you soon, Dakota.",0,0,0,1
" Rachel. My partner wants to actually see the flat, possibly Tomorrow at 9:10 a.m.? .",0,0,1,1
"Good evening Rachel. I desire a video tour, possibly Tomorrow at 8:30 a.m.? Thank you, Zachary.",1,1,0,0
 Can my brother be on sight on December 17th? See you soon.,0,0,1,1
"Perfect. My client wants to actually see the community, perhaps Tomorrow at 5:20 p.m.? Goodbye, David.",0,0,1,1
"Hello. My husband wants to be accompanied on the tour, what about Tomorrow? .",0,0,1,0
"Hello Joseph. I would like to see the unit in person, possibly Tomorrow at 5:00 p.m.? Thanks, Amy.",0,0,1,1
"Good evening. I desire a video tour, perhaps On April 25th? I hope this works.",1,1,0,0
"Good afternoon Jerome. My mother wants to actually see the unit, what about Tomorrow? Thanks, Christopher.",0,0,1,1
"Great Lisa. My husband wants to actually see the flat, what about On October 21st? I hope this works, Carolyn.",0,0,1,1
"Hey. I need to have a look at the rental unit, perhaps Tomorrow at 10:20 a.m.? Thank you, Christopher.",1,1,1,1
"Great. I would like a Zoom tour, possibly Tomorrow at 10:30 a.m.? Thanks in advance.",1,0,0,0
" I wish an appointment, perhaps Today at 3:30 p.m.? See you soon, Joshua.",0,0,1,1
"Cool Michael. I want a 3D tour, perhaps Today at 8:00 a.m.? Thanks in advance.",1,1,0,0
" Jeffrey. My brother wants to have a virtual tour, perhaps Today at 8:40 a.m.? Thanks in advance, Brandon.",1,0,0,0
"Sounds good Richard. I would like to see it, but can't come in person, possibly Tomorrow at 4:40 p.m.? I hope to hear back soon, Robert.",1,1,0,0
"Good afternoon. I wish a tour with a leasing agent, possibly On May 26th? Let me know, Jane.",0,0,1,0
"Hey Casey. I wish to see the rental unit on my own, possibly Tomorrow at 5:20 p.m.? See you soon, Thomas.",0,1,0,1
" My partner wants to see the rental unit in person, maybe Tomorrow at 2:10 p.m.? I hope this works.",0,0,1,1
"Sounds good. I would like a virtual tour, possibly On December 15th? Thanks in advance, Denise.",1,1,0,0
"To whom it may concern, Can I get a Zoom tour on March 17th? , Cynthia.",1,0,0,0
Perfect Jeffrey. Could I schedule a 3D tour on September 2nd? Thanks in advance.,1,1,0,0
"Sounds good Brian. Tomorrow I don't want a leasing agent for my tour. I hope this works, Darius.",0,1,0,1
"Good evening Jaclyn. I desire a virtual tour, what about On December 9th? I hope this works, Joshua.",1,1,0,0
. I want an appointment  Today at 3:10 p.m.. Thank you.,0,0,1,1
"Cool Matthew. I wish to be able to talk to a leasing agent on my tour, possibly On August 27th? Goodbye, Emily.",0,0,1,0
"To whom it may concern, I want an appointment, possibly Tomorrow at 4:40 p.m.? Thank you, Patricia.",0,0,1,1
"Hey John. I want to be accompanied on my tour, perhaps Today at 10:40 a.m.? I hope to hear back soon.",0,0,1,0
"Wonderful Stephen. I wish a self guided tour, perhaps Today at 8:20 a.m.? , Larry.",0,0,0,1
"Cool William. I want to see it, but can't come in person, what about Today at 2:40 p.m.? I hope this works.",1,1,0,0
"Cool Karen. I would like to see the apartment on video, possibly On May 9th? Goodbye, Christopher.",1,1,0,0
"Hi Oscar. I would like to schedule a call, what about On October 2nd? See you soon, David.",1,0,0,0
"Cool. My client wants to have a virtual tour, perhaps Today? Thank you, Allison.",1,0,0,0
"Hi Miguel. I wish to have a look at the building, maybe On May 23rd? Thanks, Cindy.",1,1,1,1
"Hi Kenneth. I wish to see it from my computer  On June 7th. I hope this works, Kendra.",1,1,0,0
"To whom it may concern, I would like to see the flat on my own  Today. Thanks, Virginia.",0,1,0,1
"Good afternoon Michelle. I wish to see it in person, maybe On November 26th? Let me know, Tammie.",0,0,1,1
"Hi Shawn. I desire to see the place on my own, what about Tomorrow at 9:20 a.m.? Thanks in advance, Tracy.",0,1,0,1
